WindowStart WindowStop SNPcount MeanY Wstat
811950 816550 24 0.123455720833333 -3.36447688880753
816550 821150 34 0.211370377647059 -1.59765300691346
821150 824550 24 0.12043977875 -3.43384845449847
824550 826550 11 0.172709978181818 -1.51076580315248
826550 831950 37 0.109273808918919 -4.58249595982955
831950 835650 19 0.191770618947368 -1.59544314149399
835650 836250 4 0.1071560325 -1.52660210215622
836250 837450 7 0.183156042857143 -1.07541007789519
837450 840650 14 0.122927214285714 -2.57894635649523
840650 840750 0 NA NA
840750 844750 22 0.0909609909090909 -3.9368526120192
844750 849650 19 0.228584833684211 -0.842009132076581
849650 850050 3 0.0843089466666667 -1.50787560697128
850050 853450 20 0.257988845 -0.246472007260573
853450 858750 22 0.138849613636364 -2.88223124589529
858750 861550 14 0.167896661428571 -1.78893298054905
861550 866350 26 0.112862223076923 -3.75547590570381
866350 872550 38 0.160657501578947 -3.15680663193003
872550 877050 20 0.09112561 -3.75018509329467
877050 881650 19 0.160390468421053 -2.23766443552863
881650 886050 15 0.110110676 -2.90252389761664
886050 889550 23 0.162589234782609 -2.41245581052197
889550 893250 18 0.0970820144444444 -3.43908644159248
893250 896950 27 0.186319596296296 -2.03488254781411
896950 899850 21 0.106670961904762 -3.50832164732512
899850 903450 20 0.15358658 -2.43866001135926
903450 907650 28 0.112755429535714 -3.89989477048778
907650 914850 44 0.17554303 -2.93329806003892
914850 920250 41 0.0900105463414634 -5.40297103483676
920250 926250 41 0.179761953658537 -2.70469687838662
926250 930050 25 0.11048315252 -3.73839800488993
930050 935850 44 0.214183010477273 -1.72988113583034
935850 940250 23 0.162451269565217 -2.41556241816173
940250 943650 27 0.155208154851852 -2.79390547339941
943650 943750 1 0.0562469 -1.00232893952481
943750 945150 8 0.1544315 -1.53112348258376
945150 951850 12 0.0444230416666667 -3.66447967518038
951850 956050 8 0.1207798625 -1.97801701947433
956050 961450 7 0.0361693142857143 -2.9013228328587
961450 964550 8 0.0773032375 -2.55538632931298
964550 969550 26 0.0480160415384615 -5.30794856343928
969550 973450 22 0.148819463636364 -2.66267143756816
973450 977150 14 0.0948231678571429 -3.07267207489803
977150 977350 0 NA NA
977350 979550 15 0.0868932926666667 -3.32471762805134
979550 982950 17 0.151204244647059 -2.29445247654508
982950 989950 12 0.0328122716666667 -3.85332425463485
989950 993950 7 0.1352634 -1.67034669776339
993950 1000350 39 0.0978686997435897 -5.0391314353447
1000350 1002250 8 0.2976677375 0.371052861354153
1002250 1004250 7 0.0632895285714286 -2.56442748412274
1004250 1010650 7 0.277480657142857 0.0963182679575012
1010650 1020750 54 0.0834831022592593 -6.42586804501606
1020750 1023250 12 0.169069825 -1.63714906929148
1023250 1027750 8 0.1492455125 -1.59999336435832
1027750 1033650 12 0.359554258333333 1.46100486067679
1033650 1037250 22 0.212497213636364 -1.26033593756532
1037250 1041950 22 0.240449724090909 -0.644755177808431
1041950 1042350 2 0.1162217 -1.01927469457508
1042350 1042850 2 0.365747 0.637572522156683
1042850 1048250 30 0.141922446666667 -3.28669816276488
1048250 1052950 17 0.292862811764706 0.447880484249599
1052950 1058650 24 0.16191932125 -2.47975161581234
1058650 1062350 19 0.272593136842105 0.0586579752602742
1062350 1065150 19 0.124299711578947 -2.97629226787089
1065150 1069850 30 0.19086176 -2.02814554544555
1069850 1074450 26 0.116227996923077 -3.67489642138713
1074450 1077450 14 0.205829092857143 -1.1225443519423
1077450 1078150 3 0.116647066666667 -1.24489224446611
1078150 1079950 12 0.282576416666667 0.208990727518096
1079950 1081550 9 0.101319118888889 -2.3721193529806
1081550 1083250 10 0.33923504 1.03201958699991
1083250 1084050 6 0.0770631733333333 -2.21579041051268
1084050 1086850 19 0.315691468421053 0.940701745386676
1086850 1091850 23 0.142253186956522 -2.8703692087945
1091850 1093650 10 0.26775889 -0.0292214367551775
1093650 1098250 30 0.161210533333333 -2.79067420362034
1098250 1103150 32 0.266857259375 -0.0762201933824651
1103150 1107150 24 0.11917367875 -3.46297081059631
1107150 1111250 19 0.227328521052632 -0.867720631557378
1111250 1115950 25 0.139735492 -3.05167200950684
1115950 1118950 19 0.219453557894737 -1.02888840624657
1118950 1123450 27 0.132618414814815 -3.34502524718878
1123450 1131550 40 0.30967315 1.1861997714093
1131550 1135950 26 0.208942280769231 -1.45523772695332
1135950 1138650 13 0.377195861538462 1.81931213027926
1138650 1140450 14 0.227319492857143 -0.745005722203318
1140450 1140650 1 0.240175 -0.138752146716299
1140650 1142850 17 0.267195676470588 -0.0490032027622741
1142850 1147850 23 0.315852660869565 1.03862656647465
1147850 1151550 24 0.1865083875 -1.91416316036183
1151550 1154450 21 0.265243842857143 -0.0964597625996458
1154450 1158750 29 0.185949431724138 -2.118261689293
1158750 1159350 4 0.36399345 0.885197218098497
1159350 1161350 12 0.184104617 -1.39261412695557
1161350 1164250 15 0.42663756 2.85332136798537
1164250 1166050 12 0.205296525 -1.04793612936385
1166050 1168550 17 0.361679647058823 1.78008847932205
1168550 1176250 37 0.138728883783784 -3.74126766607638
1176250 1181550 34 0.3008329 0.851599016895201
1181550 1185050 16 0.24856144375 -0.397504905879114
1185050 1185950 3 0.423786333333333 1.25285707136838
1185950 1186350 2 0.0927727 -1.17497598171968
1186350 1193550 36 0.375327716666667 2.97489065178972
1193550 1195850 13 0.251283876923077 -0.312218725282415
1195850 1197350 3 0.447287 1.44397159321174
1197350 1197950 3 0.0568916666666667 -1.73084121180996
1197950 1199050 3 0.511788 1.96851321359494
1199050 1201550 10 0.21461537 -0.818269022149035
1201550 1205550 19 0.297273005263158 0.563752334851734
1205550 1208650 18 0.110306498333333 -3.17565484579014
1208650 1211950 18 0.205389327777778 -1.281605769516
1211950 1216750 26 0.128419907692308 -3.38301172338752
1216750 1219050 13 0.185965630769231 -1.41797412683046
1219050 1223550 26 0.187311919230769 -1.97308695213055
1223550 1227750 27 0.334847905925926 1.58874872329346
1227750 1237350 56 0.179896122857143 -3.15625815246276
1237350 1241750 24 0.311546191666667 0.961909392069815
1241750 1249450 30 0.211068786666667 -1.50848957629952
1249450 1254150 17 0.380475241176471 2.14394771011418
1254150 1257050 11 0.309194272727273 0.61459124822177
1257050 1257550 4 0.41221725 1.33803671941493
1257550 1259850 12 0.201542733333333 -1.10899006537769
1259850 1262250 14 0.338603942857143 1.21001506681205
1262250 1266350 26 0.196497273461538 -1.75318177103016
1266350 1271450 28 0.316300875 1.15710906516616
1271450 1276150 19 0.190741652631579 -1.61650180653418
1276150 1277950 13 0.327006615384615 0.969671588744728
1277950 1279150 8 0.1201817375 -1.98596011575762
1279150 1281650 12 0.36194625 1.49990965857997
1281650 1284650 23 0.193741854782609 -1.71098214113998
1284650 1285950 7 0.2368316 -0.408636380912824
1285950 1286950 5 0.11192368 -1.65673866532874
1286950 1289450 16 0.21416519375 -1.04349218590081
1289450 1294150 23 0.125258907782609 -3.25303491622542
1294150 1298250 27 0.259924755555556 -0.239144365161978
1298250 1303350 32 0.1838837396875 -2.2799958450967
1303350 1307050 25 0.32787096 1.36498384865101
1307050 1311150 20 0.248062455 -0.454901518651012
1311150 1314350 21 0.234355926666667 -0.761045682436265
1314350 1318150 24 0.176937004166667 -2.13432052058793
1318150 1318650 3 0.241295366666667 -0.231214607530076
1318650 1318750 1 0.0215602 -1.16518947654504
1318750 1322050 23 0.225316234782609 -1.00001156476274
1322050 1322150 0 NA NA
1322150 1324150 13 0.256176384615385 -0.229394749954871
1324150 1328550 24 0.189127208333333 -1.85392602833057
1328550 1329750 7 0.324632428571429 0.682051563114924
1329750 1331150 10 0.21262906 -0.847760728933675
1331150 1335950 26 0.271464376923077 0.0415943529060622
1335950 1339750 16 0.176880086875 -1.74373435693689
1339750 1342650 24 0.219897444583333 -1.14616062489705
1342650 1349050 28 0.141475235714286 -3.18636286279517
1349050 1350950 12 0.197389008333333 -1.17654875879721
1350950 1352150 7 0.125549657142857 -1.7910136937138
1352150 1355850 16 0.2022089 -1.26804031770887
1355850 1356550 4 0.112369875 -1.47764217287561
1356550 1357050 3 0.2092146 -0.492105094971644
1357050 1361550 31 0.121829357741935 -3.86629481319336
1361550 1365050 18 0.21669045 -1.05648752018616
1365050 1367850 18 0.160153672222222 -2.18269960654486
1367850 1370050 13 0.267655892307692 -0.0350611849050052
1370050 1370850 6 0.136927483333333 -1.52730223684096
1370850 1373850 21 0.231827352380952 -0.815450610796721
1373850 1376350 10 0.13007481 -2.07348366987739
1376350 1378350 15 0.179715886666667 -1.63679626900559
1378350 1383250 34 0.129242696470588 -3.84609608723054
1383250 1387850 30 0.209623776666667 -1.54565031668763
1387850 1389150 10 0.192163277 -1.15162612323471
1389150 1389750 4 0.215576 -0.508498095100712
1389750 1389850 1 0.0499261 -1.03200627644062
1389850 1391350 10 0.29174866 0.3269662996359
1391350 1393150 11 0.144846827272727 -1.94465561044029
1393150 1396950 20 0.26200838 -0.162071765474107
1396950 1400050 19 0.159685694736842 -2.25208822444881
1400050 1400450 4 0.31274025 0.403910518815753
1400450 1402550 12 0.151939958333333 -1.91575957202109
1402550 1407950 34 0.274201482352941 0.122499815873086
1407950 1410250 15 0.1416537626 -2.3289324118802
1410250 1410850 2 0.4122615 0.946428657637413
1410850 1415450 23 0.150538524347826 -2.68380557395589
1415450 1415550 1 0.187775 -0.384779936614449
1415550 1416950 9 0.130476244444444 -1.96142489724303
1416950 1417850 5 0.245771 -0.251508188361801
1417850 1421150 16 0.124924419375 -2.71950062012072
1421150 1427050 35 0.2574899 -0.339911063276581
1427050 1432750 23 0.145421039130435 -2.79903765181809
1432750 1435550 20 0.27302062 0.0691578963177685
1435550 1437050 9 0.168354222222222 -1.42789235000192
1437050 1438750 11 0.275853345454545 0.0954005595462515
1438750 1441650 18 0.154592133333333 -2.29348540937288
1441650 1445050 20 0.222452755 -0.992641548798501
1445050 1445350 1 0.109612 -0.751769824816914
1445350 1446250 5 0.3192414 0.5198396819949
1446250 1449050 11 0.156171481818182 -1.76830613028422
1449050 1453550 19 0.264823863157895 -0.100346775051508
1453550 1453750 2 0.20839065 -0.407273152941471
1453750 1453950 0 NA NA
1453950 1457550 16 0.20837805625 -1.15217895299713
1457550 1459550 13 0.255909992307692 -0.233904435234353
1459550 1459650 0 NA NA
1459650 1461550 7 0.274805314285714 0.0630843651811444
1461550 1464550 10 0.19106411 -1.1679459881457
1464550 1467750 10 0.26735212 -0.0352609479940021
1467750 1470650 12 0.154201471666667 -1.8789769525769
1470650 1471650 6 0.254622516666667 -0.173713787397577
1471650 1471950 2 0.07170745 -1.31484917627053
1471950 1473350 7 0.255461185714286 -0.177214139558087
1473350 1475050 11 0.170668256363636 -1.54255984859682
1475050 1478650 25 0.255147236 -0.342273507158447
1478650 1483950 27 0.157904406666667 -2.72812527018222
1483950 1488050 25 0.280278912 0.247716063711438
1488050 1491550 19 0.196258136842105 -1.50360229621364
1491550 1498050 36 0.297873747222222 0.792925508134505
1498050 1502150 29 0.183466386206897 -2.18104389333529
1502150 1506750 26 0.212816219230769 -1.36249235017703
1506750 1510450 19 0.128231187631579 -2.89583128869649
1510450 1511850 7 0.176143214285714 -1.1625255151962
1511850 1514950 10 0.11875971 -2.2414844408743
1514950 1515050 1 0.0208303 -1.16861649341235
1515050 1516850 8 0.1252547 -1.91859120528073
1516850 1519050 12 0.16998924675 -1.62219503835985
1519050 1521650 9 0.140801233333333 -1.81599164168637
1521650 1521950 2 0.4342955 1.09273434917838
1521950 1522850 5 0.118520446 -1.58748082264187
1522850 1523950 8 0.2935336875 0.316152703042912
1523950 1525750 16 0.1990864296875 -1.3266826436636
1525750 1530050 23 0.325970130434783 1.26644491693036
1530050 1535250 28 0.0899149521428571 -4.46735714489945
1535250 1536150 6 0.150296083333333 -1.37355248179413
1536150 1539850 21 0.152433092380952 -2.5237014033224
1539850 1544050 19 0.271895747368421 0.0443853104475277
1544050 1549450 35 0.165649291428571 -2.89097682092961
1549450 1554150 20 0.30520626 0.744976317615801
1554150 1555850 12 0.156608925 -1.83982067678386
1555850 1556950 6 0.309160133333333 0.453513087767964
1556950 1561250 10 0.09305817 -2.62308765567648
1561250 1564550 19 0.280775747368421 0.226122013279627
1564550 1566450 9 0.151024325555556 -1.67199365779181
1566450 1569650 16 0.3352803 1.23114002127225
1569650 1573150 18 0.114236267444444 -3.09737388172586
1573150 1575750 18 0.261780411111111 -0.158295915132632
1575750 1576350 2 0.09795745 -1.14054925782856
1576350 1577050 3 0.375105333333333 0.856968470852506
1577050 1582950 30 0.188857074 -2.07969924819203
1582950 1587450 23 0.302063704347826 0.728136150957336
1587450 1587850 3 0.3326927 0.512056121999231
1587850 1587950 0 NA NA
1587950 1590750 12 0.218537266666667 -0.832580705760848
1590750 1592850 8 0.3456658875 1.00846799509629
1592850 1595450 13 0.197899930769231 -1.21594150247596
1595450 1598450 20 0.292051235 0.468753498133692
1598450 1602350 26 0.206316207692308 -1.51810814665136
1602350 1610550 35 0.439170522857143 4.70664974472877
1610550 1616750 25 0.194960852 -1.75520509470438
1616750 1622150 27 0.270132685185185 0.00989753877828209
1622150 1626750 21 0.202974842571429 -1.43624262710211
1626750 1631550 19 0.363298794736842 1.91502590251319
1631550 1632350 5 0.36807664 1.0325489958459
1632350 1639550 24 0.366735822916667 2.23136053666424
1639550 1639650 1 0.0438247 -1.0606534893659
1639650 1640450 2 0.456831 1.2423699991612
1640450 1646150 21 0.148813638095238 -2.60157775927158
1646150 1647550 5 0.27734182 0.0799461765581498
1647550 1650550 8 0.1455819375 -1.64864561759306
1650550 1655650 23 0.27620558173913 0.145880400087873
1655650 1660150 21 0.214486398095238 -1.18855943379882
1660150 1663750 15 0.251002921333333 -0.340485713012062
1663750 1669350 20 0.164485495 -2.20980989282312
1669350 1673150 17 0.250650235294118 -0.369302282530902
1673150 1673950 3 0.167773733333333 -0.829114743681235
1673950 1675450 4 0.308362 0.36279711533783
1675450 1676450 4 0.19706775 -0.682297478397753
1676450 1677950 8 0.3503015 1.07002890029085
1677950 1680050 12 0.166845533333333 -1.67332629305664
1680050 1682950 18 0.320262711111111 1.00667095575868
1682950 1686350 18 0.234681294444444 -0.698110066544005
1686350 1691050 27 0.413466237037037 3.5067927904945
1691050 1698850 31 0.241264247096774 -0.744064493557427
1698850 1702250 15 0.309023149333333 0.714576183856542
1702250 1703350 6 0.198507533333333 -0.819081660021271
1703350 1706450 15 0.381223513333333 2.02749506787823
1706450 1713150 38 0.273073247368421 0.0968507793381432
1713150 1718050 27 0.50076012962963 5.63649371932081
1718050 1722750 20 0.210927423 -1.23464486696075
1722750 1725350 13 0.271259076923077 0.0259361793207908
1725350 1730150 17 0.197648676470588 -1.39534627473472
1730150 1733450 17 0.395055911764706 2.42621128483607
1733450 1736750 16 0.24661445 -0.434070903532398
1736750 1740950 16 0.446710975 3.32389137219662
1740950 1744850 24 0.223239745833333 -1.06928226837801
1744850 1748250 14 0.361239157142857 1.60766554261877
1748250 1752250 22 0.149614611818182 -2.64516038350098
1752250 1755450 10 0.29750844 0.412484543466942
1755450 1757750 12 0.173612116666667 -1.56327049280161
1757750 1763950 35 0.262340477142857 -0.205176097486656
1763950 1767550 17 0.218214388235294 -0.997219776760773
1767550 1767650 1 0.109612 -0.751769824816914
1767650 1769850 14 0.213862 -0.981424002598649
1769850 1772050 6 0.26664735 -0.0354184401301756
1772050 1773050 8 0.16122598 -1.44089283040428
1773050 1776150 17 0.270263976470588 0.0103952536446606
1776150 1783050 38 0.169674480789474 -2.89582752237963
1783050 1788150 33 0.326150407575758 1.52184065894587
1788150 1791750 22 0.194518822727273 -1.6562628634499
1791750 1795050 18 0.305105944444444 0.704748305033651
1795050 1801550 31 0.155714362258065 -2.98048339700878
1801550 1805850 18 0.335030294444444 1.30084107811126
1805850 1808050 11 0.207856422727273 -0.963459287086349
1808050 1808150 0 NA NA
1808150 1810250 5 0.20258284 -0.7049301819895
1810250 1811150 1 0.311512 0.196188396183785
1811150 1811350 1 0.026638 -1.14134825685907
1811350 1814250 14 0.247374628571429 -0.392681500374004
1814250 1819250 28 0.160058008928571 -2.72468141761531
1819250 1821350 9 0.234643346444444 -0.494172880917346
1821350 1822950 12 0.159498358333333 -1.79282518701918
1822950 1826250 14 0.271302835714286 0.0276839901159234
1826250 1828950 7 0.104173085714286 -2.05655980667358
1828950 1830150 7 0.248925642857143 -0.258400592100085
1830150 1833850 27 0.159712212592593 -2.68402039817759
1833850 1836850 15 0.25775578 -0.217689162227413
1836850 1837150 3 0.145209666666667 -1.01261255133953
1837150 1838950 7 0.342224157142857 0.900581235096965
1838950 1839450 3 0.148870366666667 -0.982842632892736
1839450 1841650 11 0.339778636363636 1.09085625096676
1841650 1843350 11 0.1917263 -1.21464034928925
1843350 1845050 11 0.407754363636364 2.1493860383136
1845050 1847850 15 0.199865633333333 -1.2703856106477
1847850 1850950 17 0.3594509 1.73694271944994
1850950 1853950 18 0.208883682222222 -1.21199826155326
1853950 1855950 6 0.451174366666667 2.08679208393538
1855950 1858150 6 0.186035233333333 -0.962523237289692
1858150 1861350 17 0.438391588235294 3.26513586512588
1861350 1864050 17 0.262756311764706 -0.134943759734159
1864050 1865450 8 0.31502965 0.601618951468186
1865450 1869050 23 0.230053126086957 -0.893349443736496
1869050 1871050 12 0.308613641666667 0.632475888733639
1871050 1875050 16 0.214610050625 -1.03513744133767
1875050 1879550 18 0.383570644444444 2.26776439767067
1879550 1883050 18 0.202553561111111 -1.33809421508406
1883050 1883550 5 0.4100518 1.4732359973306
1883550 1886150 15 0.123324466933333 -2.66223929675385
1886150 1889150 18 0.326589683333333 1.13270418345216
1889150 1893950 24 0.1127395625 -3.61096593310433
1893950 1900050 35 0.232829156857143 -1.02491498875788
1900050 1905150 14 0.1113604 -2.78214961077965
1905150 1909550 22 0.288491668181818 0.413242689387461
1909550 1914050 17 0.193023976470588 -1.48487469156004
1914050 1915250 8 0.2928594125 0.307198335232821
1915250 1917850 11 0.202545590909091 -1.04616047912479
1917850 1924850 32 0.364028836875 2.50465569737987
1924850 1929250 15 0.130870473333333 -2.52501984587257
1929250 1932350 8 0.3765207875 1.41822087536564
1932350 1936150 24 0.1747166925 -2.18539129462226
1936150 1939750 19 0.294713770526316 0.511375433630218
1939750 1942150 14 0.217527321428571 -0.917032440333834
1942150 1944650 12 0.341096666666667 1.16079943622741
1944650 1946850 6 0.14924315 -1.38566207008914
1946850 1950550 22 0.304050881818182 0.755893578189292
1950550 1955450 22 0.17398015 -2.10857328409752
