WindowStart WindowStop SNPcount MeanY Wstat
456950 459450 3 0.0128492833333333 -0.792525800458146
459450 462750 12 0.03610413 0.354033809257903
462750 466350 9 0.0324907655555556 0.0456711655397226
466350 476650 1 0.0950827 1.52186967464553
476650 480450 6 0.0126385283333333 -1.13322716466838
480450 480950 4 0.03622318 0.210132803054643
480950 481650 4 0.02190321 -0.479257133083283
481650 484450 5 0.033988338 0.114646962831275
484450 488150 3 0.0119243233333333 -0.831089297923937
488150 491950 3 0.02849277 -0.140316452566196
491950 493250 7 0.00899784055714286 -1.45588494587227
493250 496150 6 0.00633499466666667 -1.50489291104037
496150 515550 4 0.0122833575 -0.942374688541239
515550 518650 5 0.087021018 2.96909020729553
518650 519650 3 0.013048336 -0.784226882660015
519650 522250 3 0.0798956766666667 2.00277715253489
522250 528550 18 0.0198569080555556 -1.22563505757052
528550 531250 2 0.0283826 -0.118318248437261
531250 539450 6 0.014774263 -1.00730106338701
539450 547150 10 0.038052114 0.471465684983837
547150 554650 2 0.00471074 -0.924142283633825
554650 556050 1 0.0486848 0.405029160386981
556050 558250 7 0.0185349371428571 -0.848508373572366
558250 560050 2 0.09859255 2.27172905751795
560050 561650 4 0.0135662475 -0.880613982675795
561650 564550 3 0.0662033666666667 1.43191639965279
564550 566450 9 0.0158809288888889 -1.15377138624929
566450 567550 6 0.0540879716666667 1.31069383390593
567550 571050 7 0.0141103571428571 -1.13029080181077
571050 572850 4 0.0408919425 0.434895695834317
572850 573350 5 0.01296426 -1.0169578781496
573350 574650 7 0.0328726057142857 0.0645959358388149
574650 579350 7 0.0147249757142857 -1.09114839428337
579350 583850 7 0.0504177342857143 1.18196954703176
583850 587950 21 0.018050978 -1.523043622254
587950 590950 13 0.0443151253846154 1.08111386655243
590950 601450 17 0.0164698229411765 -1.52726114212912
601450 605550 18 0.0802685038888889 4.94385681088602
605550 612350 2 0.007460775 -0.830527151547382
612350 616750 4 0.0418872625 0.482812248120167
616750 622450 3 0.00683824333333333 -1.04313850350127
622450 623550 4 0.030027855 -0.088121642038726
623550 626650 9 0.0154045233333333 -1.18817395785246
626650 627550 5 0.032369408 0.0275092997571002
627550 629650 5 0.014526628 -0.932864621256545
629650 640850 4 0.0482373 0.788514840136661
640850 653450 10 0.0215590572 -0.783968615292193
653450 658450 11 0.0713382090909091 3.15184738025754
658450 659350 5 0.03592721 0.219005258174465
659350 660250 2 0.06345675 1.07565607736939
660250 665450 16 0.0177085586875 -1.36239086652889
665450 667650 5 0.043565432 0.630126687218184
667650 669350 2 0.001197315 -1.04374430522657
669350 673150 8 0.048187975 1.11177019369235
673150 677850 6 0.016008985 -0.934500012744794
677850 680950 8 0.04238158 0.716454181444459
680950 686450 5 0.0078544796 -1.29198788122461
686450 691050 4 0.0110967875 -0.999498370820125
691050 700550 11 0.00849153181818182 -1.86546913636494
700550 704950 6 0.0460165 0.834787826268408
704950 707450 10 0.017320691 -1.10658863468184
707450 710550 4 0.048275105 0.790334843009271
710550 716650 7 0.0175796142857143 -0.909348768465748
716650 726550 13 0.0516646223076923 1.71896910118279
726550 732250 13 0.0195775207692308 -1.06583724605968
732250 736550 16 0.03128249625 -0.055441766865683
736550 738250 8 0.01598656875 -1.08059383037495
738250 738850 5 0.026627172 -0.281562139934793
738850 745750 7 0.0189262714285714 -0.823585979744814
745750 754450 6 0.0531879016666667 1.25762436429938
754450 757250 2 0.007524745 -0.828349521081017
757250 764550 8 0.0292293 -0.178990734302344
764550 782850 8 0.008289205125 -1.60465240597254
782850 793350 9 0.0601712777777778 2.04455802282464
793350 800350 16 0.01405949625 -1.71373614459182
800350 803050 8 0.02917925625 -0.182397856223593
803050 804050 10 0.015846477 -1.21880426844763
804050 809050 1 0.0378533 0.144304902819474
809050 830450 4 0.011476045 -0.981240210802692
830450 845850 5 0.04776408 0.856115689084266
845850 895950 7 0.0100218957142857 -1.39066728705951
895950 910550 15 0.0240751333333333 -0.72559706340847
910550 915250 3 0.01293757 -0.788844946533367
915250 930150 1 0.0343188 0.059226207498202
930150 954450 4 0.0179551275 -0.669325152956387
954450 955950 2 0.04274465 0.370586513786527
955950 956150 2 0.0250376 -0.232186841683948
956150 960650 2 0.06480135 1.1214281881256
960650 963850 1 0.00154776 -0.729603139657323
963850 966350 10 0.044872059 0.990592793003983
966350 971150 17 0.0189001884705882 -1.28605470545287
971150 973150 3 0.0388422666666667 0.291175491385124
973150 975550 7 0.0205424857142857 -0.720656258509768
975550 979350 11 0.0380115436363636 0.491238478001307
979350 983750 20 0.01542145105 -1.7694029165547
983750 986850 9 0.04215915 0.743852125560498
986850 993250 9 0.0459585588888889 1.01821801996597
993250 1000850 2 0.1108225 2.6880540805306
1000850 1004350 9 0.0486050166666667 1.20932610452347
1004350 1008550 2 0.08763505 1.89872005587354
1008550 1015950 3 0.0201539533333333 -0.487978984343459
1015950 1018850 10 0.1149507816 6.32491214559173
1018850 1022950 17 0.0204568291705882 -1.13156281857893
1022950 1026750 15 0.024465162 -0.689236132514658
1026750 1031550 24 0.0200662525 -1.39055493949206
1031550 1033650 4 0.0443277075 0.600299800307645
1033650 1035250 2 0.01032001 -0.733194694981855
1035250 1038550 15 0.058896726 2.52069130658785
1038550 1043350 31 0.0225601066451613 -1.2461572799361
1043350 1046250 9 0.0364542333333333 0.331884209094313
1046250 1048350 14 0.0147278027142857 -1.54286224353322
1048350 1049750 12 0.0324911858333333 0.0527715639385487
1049750 1055050 12 0.023410615 -0.704404033534178
1055050 1058050 13 0.0654037630769231 2.91137491490049
1058050 1065550 22 0.0235250192272727 -0.940851028509553
1065550 1069050 7 0.04607095 0.905141592501136
1069050 1074150 26 0.0244148161538462 -0.91360088911034
1074150 1078350 20 0.067481871 3.83482127238878
1078350 1081550 12 0.0235671314166667 -0.691353046599652
1081550 1081950 2 0.06399155 1.09386143571568
1081950 1083850 12 0.0133762603333333 -1.54111007651733
1083850 1084750 6 0.03092141 -0.0552411936557606
1084750 1086750 13 0.0171203346153846 -1.279093890303
1086750 1087250 5 0.0367977136 0.265859445447328
1087250 1087550 3 0.00862942 -0.96846063976037
1087550 1091150 24 0.0288725159583333 -0.352094084337912
1091150 1092650 8 0.014707346375 -1.16768695581049
1092650 1093450 5 0.027273124 -0.246794269960125
1093450 1099450 18 0.020234515 -1.18707221311844
1099450 1103050 12 0.1138643175 6.83800023720223
1103050 1115550 2 0.009929595 -0.746484981030407
1115550 1122350 2 0.04553435 0.465551899311275
1122350 1127150 4 0.0176447525 -0.684267181566001
1127150 1130550 9 0.0352317911111111 0.243608252631756
1130550 1131250 1 0.00755556 -0.584989817900035
1131250 1135850 2 0.04959215 0.603685225970887
1135850 1145350 7 0.0206444271428571 -0.714164048338192
1145350 1150450 2 0.05167215 0.67449140652488
1150450 1152750 6 0.0415930283333333 0.573973339428935
1152750 1155850 7 0.0579666068142857 1.66272469928643
1155850 1157850 13 0.0342651392307692 0.208885965338528
1157850 1159650 2 0.06518615 1.13452733152809
1159650 1164050 1 0.00812534 -0.571274684494984
1164050 1166350 4 0.030485195 -0.0661044455366859
1166350 1168650 2 0.00569897 -0.890501518341098
1168650 1170350 1 0.0594524 0.664215285649769
1170350 1175750 1 0.00278557 -0.699807904162735
1175750 1178450 10 0.05018771 1.39521460899728
1178450 1181750 3 0.02690606 -0.206469677639654
1181750 1189050 3 0.0542644666666667 0.934158939984982
1189050 1196850 7 0.0213200057142857 -0.671139361176254
1196850 1202550 9 0.0705079555555556 2.79099830514721
1202550 1209550 6 0.0158173116666667 -0.945801358348713
1209550 1235050 4 0.0168582905 -0.722128922055325
1235050 1258350 4 0.015559875 -0.784637054308779
1258350 1266750 8 0.02243647375 -0.641465813080618
1266750 1274850 7 0.0183823971428571 -0.858222988655264
1274850 1281650 6 0.0762163 2.61541307566446
1281650 1288150 3 0.0133901466666667 -0.769976088271306
1288150 1292350 5 0.033056858 0.0645107676898343
1292350 1293150 4 0.02016152 -0.563105322560779
1293150 1294250 2 0.0449189 0.444601099396873
1294250 1295750 4 0.0082701125 -1.1355797521172
1295750 1296950 9 0.0238511233333333 -0.578221454329485
1296950 1301350 3 0.00964911333333333 -0.925947513489089
1301350 1305850 15 0.0330034029333333 0.106752508999706
1305850 1309750 13 0.0100528346153846 -1.89247490371565
1309750 1312450 6 0.0296704333333333 -0.129000643687614
1312450 1317850 11 0.0193942636363636 -0.995057862427827
1317850 1322050 3 0.0718358666666667 1.66674698635499
1322050 1334150 2 0.0221641 -0.33000489929063
1334150 1336950 6 0.0343281566666667 0.145625670792432
1336950 1338550 2 0.01235655 -0.663867955104244
1338550 1340650 3 0.0403489833333333 0.353993628771244
1340650 1342650 6 0.0199335933333333 -0.703099252066792
1342650 1345950 9 0.0310846 -0.0558719643561986
1345950 1351550 7 0.0145432 -1.10272490598984
1351550 1352250 4 0.0263602325 -0.264687796929625
1352250 1352550 2 0.01317945 -0.635855259922571
1352550 1353650 4 0.0371607225 0.255267839245473
1353650 1355050 7 0.0141885085714286 -1.12531367419342
1355050 1357850 10 0.0407049298 0.673395259835856
1357850 1359350 5 0.0223792546 -0.510203029391485
1359350 1360350 1 0.0661158 0.82460950786048
1360350 1361650 3 0.00599140333333333 -1.078445016425
1361650 1362750 1 0.103511 1.72474667783587
1362750 1365950 1 0.00296736 -0.695432050145914
1365950 1369550 6 0.04519554 0.786382800250216
1369550 1375450 10 0.0200723 -0.89713902437381
1375450 1382350 7 0.0504585 1.18456573965576
1382350 1390850 6 0.0298167227333333 -0.120375202480752
1390850 1401650 9 0.0314772577777778 -0.0275170529618712
1401650 1407550 4 0.015043865 -0.809478733512474
1407550 1407850 3 0.0319084666666667 0.00209101343115621
1407850 1409050 10 0.0212609471 -0.806660445517304
1409050 1413250 6 0.0415588166666667 0.571956168537386
1413250 1417550 10 0.0094184973 -1.70809538620198
1417550 1418950 8 0.0240051825 -0.534663625591071
1418950 1420050 4 0.0080710475 -1.14516311071623
1420050 1420350 3 0.0221259766666667 -0.405761248638693
1420350 1420450 0 NA NA
1420450 1422650 12 0.021853825 -0.834215630186507
1422650 1429050 4 0.0231098 -0.421169650843818
1429050 1434050 16 0.12231653125 8.70965307272235
1434050 1436850 26 0.063059255 3.82954534793146
1436850 1437550 7 0.0816736428571429 3.17252363669779
1437550 1439250 8 0.0537056 1.4874259167493
1439250 1444050 6 0.0962957666666667 3.79932837778809
1444050 1450550 10 0.012522989 -1.47178471242183
1450550 1454750 9 0.0607801355555556 2.08852533817578
1454750 1460550 10 0.016978754 -1.13261652287377
1460550 1466050 3 0.0972138666666667 2.72480834975108
1466050 1470350 3 0.0412046633333333 0.389668699597581
1470350 1470550 2 0.083076905 1.74355426844023
1470550 1471550 8 0.02273222975 -0.621329896988381
1471550 1473850 4 0.068422025 1.76024496797293
1473850 1482050 8 0.01752210975 -0.976049798361431
1482050 1491550 2 0.0615428 1.01050247675819
1491550 1499350 4 0.0154695 -0.78898787456039
1499350 1501250 5 0.0294561698 -0.129293507483741
1501250 1503750 10 0.0278352178 -0.306233809256662
1503750 1510550 11 0.0612856381818182 2.3493080536703
1510550 1514650 7 0.0408844942857143 0.574838584052346
1514650 1516450 7 0.03885198 0.445396510260527
1516450 1520150 10 0.0208641459 -0.836864539452801
1520150 1522150 3 0.0365183966666667 0.194288539672804
1522150 1526350 5 0.015277464 -0.892451450587053
1526350 1530750 1 0.109612 1.87160341009081
1530750 1542350 12 0.0210656466666667 -0.899937203357437
1542350 1547250 20 0.0489644465 1.84144898688852
1547250 1551350 13 0.0205537547692308 -0.981110907149471
1551350 1555850 3 0.0378840733333333 0.251226427445345
1555850 1560750 5 0.021919986 -0.534922808830589
1560750 1563450 12 0.034076726 0.184980468538013
1563450 1576950 14 0.0144933042857143 -1.56398238340131
1576950 1577450 1 0.0525648 0.498424361362093
1577450 1577850 4 0.0150554325 -0.808921852591195
1577850 1584150 3 0.0263387433333333 -0.23012228406296
1584150 1591950 5 0.02326368 -0.462599511932768
1591950 1604450 11 0.0371317545454545 0.421001187367678
1604450 1613650 14 0.0171395767857143 -1.32564541172283
1613650 1615950 3 0.03209204 0.00974456577372943
1615950 1620350 7 0.0109441222857143 -1.33193465194316
1620350 1625850 15 0.0399790846666667 0.757069532132108
1625850 1628550 11 0.0227462236363636 -0.727456693982982
1628550 1634350 10 0.042059028 0.776467804048644
1634350 1645050 1 8.26059e-18 -0.766859159312282
1645050 1653950 1 0.0215602 -0.247885135584547
1653950 1656650 1 0.00452466 -0.657946393837011
1656650 1660150 1 0.0370027 0.123830171389208
1660150 1667850 2 0.020301235 -0.393419493299147
1667850 1674050 8 0.0300669725 -0.121959589802234
1674050 1678550 13 0.00938620384615385 -1.95033109852327
1678550 1686750 3 0.0392231666666667 0.307056001012265
1686750 1690250 5 0.0137171 -0.976436843720216
1690250 1696650 2 0.01964886 -0.415627273125547
1696650 1711350 4 0.01058459 -1.02415650919716
1711350 1716450 16 0.042100376875 0.986143939419519
1716450 1718150 7 0.0154575057142857 -1.0444967161224
1718150 1719450 5 0.039723442 0.423334528104233
1719450 1725950 8 0.02142806 -0.710121511211031
1725950 1732850 3 0.0818433333333333 2.08397899145682
1732850 1741950 3 0.0180296666666667 -0.576544893665607
1741950 1751150 3 0.04560699 0.5732108130442
1751150 1759250 1 0.0070353 -0.597512958946249
1759250 1764150 6 0.0312872133333333 -0.0336728835462043
1764150 1769050 5 0.017377334 -0.779427561623622
1769050 1779650 2 0.042110715 0.349006457983885
1779650 1795550 4 0.01024667 -1.04042460523505
1795550 1798650 9 0.0229311988888889 -0.644651759770831
1798650 1802850 3 0.00682066333333333 -1.04387145009945
1802850 1806450 14 0.0212277242857143 -0.957445728989882
1806450 1810350 17 0.0139680352352941 -1.77555601405417
1810350 1815150 7 0.0240866928571429 -0.494940982733499
1815150 1817950 4 0.004422823175 -1.32079540145626
1817950 1821950 5 0.0320802646 0.0119463784638252
1821950 1828150 11 0.0150935371818182 -1.33840307668994
1828150 1834250 2 0.1105014 2.67712337640758
1834250 1837050 3 0.0520902666666667 0.843512040454058
1837050 1843350 2 0.05344225 0.734748147004988
1843350 1847050 3 0.0405879 0.363954559265033
1847050 1851250 10 0.036720203 0.370082007319249
1851250 1867650 6 0.01373314 -1.06868722824661
1867650 1877450 3 0.0375043166666667 0.235393585752064
1877450 1878350 3 0.0194340833333333 -0.517991855084571
1878350 1878650 2 0.0319543 0.00326753766115098
1878650 1885850 6 0.0117549348333333 -1.18532515526111
1885850 1891150 2 0.024164495 -0.26190858700731
1891150 1895750 3 0.0131610166666667 -0.779528992369144
1895750 1899850 6 0.0288240366666667 -0.178905453509909
1899850 1901650 6 0.0189331933333333 -0.762084328110204
1901650 1901750 0 NA NA
1901750 1902350 2 0.003308905 -0.971862755805415
1902350 1903350 4 0.02870944 -0.151592587344707
1903350 1909650 11 0.0144362506818182 -1.39087704278829
1909650 1913550 3 0.0702738333333333 1.6016225826062
1913550 1916850 5 0.0156454848 -0.87264301385743
1916850 1920250 8 0.06138257375 2.01009629122119
1920250 1924450 10 0.030142555 -0.130601705498743
1924450 1932950 8 0.0419483125 0.686956088335635
1932950 1944950 11 0.0293300936363636 -0.201838457223307
1944950 1945050 1 0.0090541 -0.548918569325487
1945050 1945150 0 NA NA
1945150 1947850 3 0.0483972666666667 0.689543224352641
1947850 1951450 6 0.0150099386666667 -0.993405274582616
1951450 1964650 6 0.0620911183333333 1.78257129764034
1964650 1975050 5 0.0074452574 -1.31401395164524
1975050 1979450 4 0.024610955 -0.348901262740832
1979450 1981150 2 0.005385985 -0.901155976235661
1981150 1987250 5 0.032857518 0.0537814453860868
1987250 1996950 2 0.01118005 -0.703917700980097
1996950 2017050 3 0.0481529 0.679355072075003
2017050 2024950 5 0.0322907968 0.0232781123311727
2024950 2027750 3 0.0335867333333333 0.0720614254997015
2027750 2031050 12 0.0202207891666667 -0.970384920145632
2031050 2033650 10 0.039713345 0.59791685794541
2033650 2037550 12 0.0197618966666667 -1.00864927700608
2037550 2040250 10 0.038860893 0.533029099835046
2040250 2043150 6 0.011299875 -1.21215616173199
2043150 2046950 3 0.0649944033333333 1.38151221521105
2046950 2058250 3 0.0118728433333333 -0.833235605709721
2058250 2066750 4 0.044663305 0.616456086884575
2066750 2076250 3 0.0165824 -0.636884437464608
2076250 2087150 1 0.0209716 -0.262053283856184
2087150 2099250 3 0.00701229333333333 -1.03588199864277
2099250 2102050 5 0.03886258 0.376999292541633
2102050 2106750 17 0.0156356616470588 -1.61004913057466
2106750 2109850 8 0.02575984875 -0.415200918562707
2109850 2111950 2 0.016009425 -0.539518855685413
2111950 2112550 2 0.0337344 0.063864692470845
2112550 2116550 12 0.018505624 -1.11340249400431
2116550 2117550 2 0.05694145 0.853865929213898
2117550 2120750 9 0.0481369464444444 1.17552545054802
2120750 2125850 1 0.189593 3.7968203093667
2125850 2130650 13 0.0259623477692308 -0.511704716066829
2130650 2133350 17 0.0362083676470588 0.43172978991931
2133350 2137750 18 0.0207457061111111 -1.1348671793046
2137750 2142350 19 0.0346338131578947 0.291213097903043
2142350 2149550 3 0.01888026 -0.541081896504196
2149550 2153350 3 0.0590662 1.13435314430885
2153350 2159450 8 0.0101114399375 -1.48058943756326
2159450 2162950 1 0.160024 3.08506703678085
2162950 2164350 7 0.0226831252857143 -0.584328151340195
2164350 2165150 4 0.0893397 2.76726066929102
2165150 2166550 6 0.0214953083333333 -0.611018206451902
2166550 2168750 5 0.042091922 0.550816143886213
2168750 2184050 13 0.013476891 -1.5953045924065
2184050 2186250 12 0.0333176058333333 0.121681885629604
2186250 2187250 6 0.034185422 0.137209821964598
2187250 2187350 0 NA NA
2187350 2188550 6 0.0275985 -0.251164923199355
2188550 2193050 7 0.0502307914285714 1.17006396226946
2193050 2197750 10 0.0163189793 -1.18283788564955
2197750 2200850 16 0.0276657483125 -0.403675684906028
2200850 2207150 15 0.026134412 -0.533618125219902
2207150 2212250 6 0.0538360631666667 1.29584093303779
2212250 2215950 9 0.0108602021111111 -1.51633204587688
2215950 2216750 1 0.0903346 1.40757850099864
2216750 2219450 13 0.0175387546153846 -1.2427796513738
2219450 2221950 4 0.030884826 -0.0468654674125183
2221950 2226250 5 0.01354903 -0.985483082305501
2226250 2230350 2 0.056318055 0.83264467011464
2230350 2236650 9 0.00788971577777778 -1.7308391346105
2236650 2240750 2 0.05735355 0.867894403736158
2240750 2240950 1 0.00521045 -0.64143879206466
2240950 2243050 3 0.0715288556666667 1.65394706211992
2243050 2244350 3 0.0292085 -0.110476186996668
2244350 2247050 6 0.05496915 1.36264942266989
2247050 2251550 4 0.034169275 0.111254003952175
2251550 2252750 1 0.075622 1.05343256443512
2252750 2257650 4 0.0194176825 -0.598915040501668
2257650 2264450 14 0.0602475357142857 2.55688005996456
2264450 2269550 8 0.011996327375 -1.35226089888674
2269550 2276750 15 0.037986096 0.571270565609598
2276750 2278850 8 0.01733690625 -0.988658983419346
2278850 2282650 3 0.0435803333333333 0.488715300558223
2282650 2294850 5 0.027937512 -0.211034096453843
2294850 2315450 3 0.144457333333333 4.69448628941894
2315450 2367950 6 0.0738752566666667 2.47738166918947
2367950 2374650 2 0.271188 8.14712549766109
2374650 2385250 2 0.01664685 -0.517819995281746
2385250 2391650 9 0.0439434888888889 0.872704204788967
2391650 2397450 3 0.0133100566666667 -0.773315206192119
2397450 2401450 7 0.0396053071428571 0.493372668804881
2401450 2405850 2 0.0401238 0.281369024216847
2405850 2409550 17 0.0627789429411765 3.06877911833178
2409550 2410950 14 0.0344054078571429 0.229404527796412
2410950 2412950 12 0.0561258533333333 2.02352800798168
2412950 2417250 13 0.0165955575384615 -1.32463874990807
2417250 2421450 8 0.0283369575 -0.239743969082153
2421450 2424550 7 0.011228634 -1.3138153272358
2424550 2428350 11 0.0333247936363636 0.117075368594012
2428350 2432350 25 0.0075919652876 -2.92056754420126
2432350 2438850 6 0.01745986 -0.84895425884187
2438850 2443150 1 0.00139127 -0.733369999193559
2443150 2445050 9 0.0216151032222222 -0.739690692212177
2445050 2448050 6 0.0111712783333333 -1.21973841299375
2448050 2452750 4 0.02852745 -0.160353923749583
2452750 2453250 1 0.0108424 -0.505872528628634
2453250 2454850 1 0.0296202 -0.0538734552084118
2454850 2462050 7 0.00907270985714286 -1.45111684287617
2462050 2464650 1 0.117897 2.07103104928638
2464650 2465550 5 0.04062588 0.471907559914955
2465550 2471950 8 0.06314510125 2.13009421467925
2471950 2476350 18 0.0168982220555556 -1.52778879091462
2476350 2476850 2 0.04802336 0.550281366359686
2476850 2477550 6 0.0154441533333333 -0.96780333022786
2477550 2482050 11 0.0244322136363636 -0.59285696905001
2482050 2488650 9 0.01153812 -1.46737770762115
2488650 2495350 16 0.04039639 0.822077757306552
2495350 2501050 12 0.01588179 -1.33218863785844
2501050 2505750 10 0.060299381 2.16490447064296
2505750 2508950 8 0.038619977875 0.460353528333849
2508950 2513050 7 0.0506271871428571 1.19530869666566
2513050 2522250 15 0.0213713386666667 -0.977661845892134
2522250 2528950 2 0.1091326 2.63052746297378
2528950 2533250 19 0.0153221558421053 -1.73501895965603
2533250 2537850 7 0.0332188394285714 0.086646068676153
2537850 2545350 4 0.0096337725 -1.06993062852868
2545350 2546950 2 0.035564825 0.126174982394183
2546950 2547450 0 NA NA
2547450 2552050 6 0.05347085 1.2743074200351
2552050 2555850 3 0.0351007 0.135181830396445
2555850 2556750 0 NA NA
2556750 2567250 3 0.0400452333333333 0.34132966237785
2567250 2574250 1 0.063734 0.767277371344366
2574250 2581250 8 0.02743149125 -0.301390706373545
2581250 2586150 1 0.16418 3.1851058139078
2586150 2588250 5 0.0713259 2.12431254291633
2588250 2590950 2 0.1953885 5.56680190011185
2590950 2597050 3 0.030314168 -0.064378598867445
2597050 2597450 2 0.0375877 0.195036546090414
2597450 2607550 6 0.015361585 -0.972671682307473
2607550 2611550 2 0.036774865 0.167366477931469
2611550 2614450 4 0.0214191475 -0.502560800336899
2614450 2616750 5 0.0658483 1.82948493254708
2616750 2620450 7 0.0321942628571429 0.0213952032350678
2620450 2625750 4 0.05694695 1.20781355775155
2625750 2633650 20 0.0214194775 -1.12372458838723
2633650 2652350 2 0.040417915 0.291381120271481
2652350 2676950 1 0.0270589 -0.115526323316029
2676950 2700750 1 0.0419957 0.244016315324449
2700750 2705350 3 0.00976923 -0.920939600962494
2705350 2711850 3 0.0451646666666667 0.554769437477623
2711850 2716350 2 0.01422545 -0.600247921047822
2716350 2726950 1 0.0434265 0.278456999230426
2726950 2733650 9 0.0132686566666667 -1.34241083665868
2733650 2736350 10 0.03506354 0.243978545758491
2736350 2742250 10 0.0227239496 -0.695298219450782
2742250 2742350 1 0.0272986 -0.109756521853726
2742350 2744550 20 0.02393898925 -0.852503021076812
2744550 2746350 9 0.0643930511111111 2.34942402973549
2746350 2747350 8 0.017434753 -0.981997296258652
2747350 2749350 6 0.0619082333333333 1.77178812527709
2749350 2758050 18 0.0214656517777778 -1.06134323286749
2758050 2777350 2 0.1362306 3.55298221328729
2777350 2784750 7 0.0190915557142857 -0.813059736038469
2784750 2787950 6 0.0359185666666667 0.239398616404389
2787950 2790850 6 0.00784404 -1.41591734752615
2790850 2793950 8 0.03989015625 0.54683091233003
2793950 2803150 21 0.0242592325 -0.838230624338168
2803150 2809350 6 0.1023534 4.15649547375947
2809350 2819650 6 0.0248488633333333 -0.413287602002919
2819650 2824350 4 0.07745235 2.19498157531602
2824350 2828850 5 0.039680766 0.42103752520148
2828850 2830050 9 0.0334166411111111 0.112531217283837
2830050 2830750 3 0.01239559 -0.811441214865522
2830750 2832850 8 0.0326216625 0.0519710269280368
2832850 2838550 11 0.0115080809090909 -1.62464524186784
